"_id","intrimStatus.startTime","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateOpenedOrDisbursed","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateClosed","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.accountType"
"52621000783","{""$date"":""2020-07-28T06:49:08.812Z""}","07102013","22092014","07"
"52621000783","{""$date"":""2020-07-28T06:49:08.812Z""}","07032018","20022019","07"
"52621000783","{""$date"":""2020-07-28T06:49:08.812Z""}","03032018","12022019","07"
"52621000783","{""$date"":""2020-07-28T06:49:08.812Z""}","24072017","07072018","00"
"52621000783","{""$date"":""2020-07-28T06:49:08.812Z""}","28032017","07032018","07"
"52621000783","{""$date"":""2020-07-28T06:49:08.812Z""}",,,
"74253000226","{""$date"":""2020-07-28T06:49:08.581Z""}",,,
"685941420000129","{""$date"":""2020-07-28T06:49:08.180Z""}","20022020",,"07"
"685941420000129","{""$date"":""2020-07-28T06:49:08.180Z""}","30012015",,"51"
"685941420000129","{""$date"":""2020-07-28T06:49:08.180Z""}",,,
"3078CD0357293","{""$date"":""2020-07-28T06:49:07.373Z""}",,,
"63236001121","{""$date"":""2020-07-28T06:49:06.276Z""}",,,
"77865000052","{""$date"":""2020-07-28T06:49:03.472Z""}",,,
"38187002427","{""$date"":""2020-07-28T06:49:02.260Z""}",,,
"3000CD0172032","{""$date"":""2020-07-28T06:48:59.042Z""}","31052016","30042018","13"
"79041000269","{""$date"":""2020-07-28T06:48:58.721Z""}",,,
"66255004436","{""$date"":""2020-07-28T06:48:57.203Z""}",,,
"630941420000207","{""$date"":""2020-07-28T06:48:57.093Z""}",,,
"630941420000207","{""$date"":""2020-07-28T06:48:57.093Z""}",,,
"3078CD0357307","{""$date"":""2020-07-28T06:48:56.232Z""}",,,
"3028CD0066012","{""$date"":""2020-07-28T06:48:54.121Z""}","23112019",,"06"
"3028CD0066012","{""$date"":""2020-07-28T06:48:54.121Z""}","20062019","10032020","06"
"3028CD0066012","{""$date"":""2020-07-28T06:48:54.121Z""}","30092015",,"13"
"3075CD0098810","{""$date"":""2020-07-28T06:48:52.184Z""}",,,
"33635000958","{""$date"":""2020-07-28T06:48:48.481Z""}",,,
"51581001127","{""$date"":""2020-07-28T06:48:46.169Z""}",,,
"46722000663","{""$date"":""2020-07-28T06:48:43.427Z""}",,,
"50026000588","{""$date"":""2020-07-28T06:48:40.318Z""}",,,
"38844000343","{""$date"":""2020-07-28T06:48:39.774Z""}",,,
"84409000217","{""$date"":""2020-07-28T06:48:38.050Z""}",,,
"87417000114","{""$date"":""2020-07-28T06:48:33.966Z""}",,,
"87417000114","{""$date"":""2020-07-28T06:48:33.966Z""}",,,
"85825000244","{""$date"":""2020-07-28T06:48:33.474Z""}",,,
"3006CD0076104","{""$date"":""2020-07-28T06:48:32.741Z""}",,,
"61602000413","{""$date"":""2020-07-28T06:48:32.306Z""}",,,
"519161420001067","{""$date"":""2020-07-28T06:48:32.292Z""}","11062020",,"06"
"519161420001067","{""$date"":""2020-07-28T06:48:32.292Z""}","05102019","07042020","06"
"519161420001067","{""$date"":""2020-07-28T06:48:32.292Z""}","17042019","18102019","06"
"519161420001067","{""$date"":""2020-07-28T06:48:32.292Z""}","10112018","10072019","06"
"519161420001067","{""$date"":""2020-07-28T06:48:32.292Z""}",,,
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","25062020",,"53"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","09122019","25062020","53"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","11072018","12012019","06"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","19022018","30042019","07"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","19012018",,"07"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","20062017","19012018","07"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","01062016","20062017","53"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","22062015","08072015","07"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","20012014","22062015","07"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","10092013",,"38"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","07092013","20032014","07"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","02092013","17122014","07"
"33133002221","{""$date"":""2020-07-28T06:48:30.516Z""}","20032014","13102014","07"
"50239001408","{""$date"":""2020-07-28T06:48:29.730Z""}",,,
"3018CD0149508","{""$date"":""2020-07-28T06:48:29.719Z""}",,,
"68659000218","{""$date"":""2020-07-28T06:48:29.165Z""}",,,
"30466000134","{""$date"":""2020-07-28T06:48:28.590Z""}",,,
"3021CD0119285","{""$date"":""2020-07-28T06:48:27.881Z""}","22112019","04122019","05"
"3021CD0119285","{""$date"":""2020-07-28T06:48:27.881Z""}","06112019","21112019","05"
"67205000991","{""$date"":""2020-07-28T06:48:27.824Z""}",,,
"3025CD0170507","{""$date"":""2020-07-28T06:48:25.947Z""}",,,
"27760002822","{""$date"":""2020-07-28T06:48:25.594Z""}",,,
"669931420000563","{""$date"":""2020-07-28T06:48:23.272Z""}","14082019","07052020","05"
"669931420000563","{""$date"":""2020-07-28T06:48:23.272Z""}","23072019",,"05"
"669931420000563","{""$date"":""2020-07-28T06:48:23.272Z""}","22052019","14082019","06"
"669931420000563","{""$date"":""2020-07-28T06:48:23.272Z""}","29052018","06122019","13"
"669931420000563","{""$date"":""2020-07-28T06:48:23.272Z""}","05032016",,"10"
"669931420000563","{""$date"":""2020-07-28T06:48:23.272Z""}","29022016","08092017","13"
"669931420000563","{""$date"":""2020-07-28T06:48:23.272Z""}","21042015","08052017","13"
"669931420000563","{""$date"":""2020-07-28T06:48:23.272Z""}","09012015","06012018","05"
"669931420000563","{""$date"":""2020-07-28T06:48:23.272Z""}",,,
"3020CD0125025","{""$date"":""2020-07-28T06:48:21.071Z""}",,,
"63837000138","{""$date"":""2020-07-28T06:48:19.412Z""}",,,
"80862000010","{""$date"":""2020-07-28T06:48:18.145Z""}",,,
"45539001721","{""$date"":""2020-07-28T06:48:12.674Z""}",,,
"54630000385","{""$date"":""2020-07-28T06:48:05.323Z""}","18122018","21062019","06"
"54630000385","{""$date"":""2020-07-28T06:48:05.323Z""}","18112017","16112019","01"
"54630000385","{""$date"":""2020-07-28T06:48:05.323Z""}",,,
"77703000306","{""$date"":""2020-07-28T06:48:04.031Z""}",,,
"77703000306","{""$date"":""2020-07-28T06:48:04.031Z""}",,,
"3078CD0357300","{""$date"":""2020-07-28T06:48:03.105Z""}",,,
"87433000054","{""$date"":""2020-07-28T06:48:02.886Z""}",,,
"3004CD0129007","{""$date"":""2020-07-28T06:48:00.947Z""}",,,
"3054CD0291435","{""$date"":""2020-07-28T06:47:59.154Z""}",,,
"3078CD0357296","{""$date"":""2020-07-28T06:47:56.391Z""}",,,
"84824000056","{""$date"":""2020-07-28T06:47:56.256Z""}",,,
"60909001079","{""$date"":""2020-07-28T06:47:55.757Z""}","28112017","02042019","13"
"60909001079","{""$date"":""2020-07-28T06:47:55.757Z""}","27122016","21012019","17"
"60909001079","{""$date"":""2020-07-28T06:47:55.757Z""}",,,
"65305001075","{""$date"":""2020-07-28T06:47:55.656Z""}",,,
"81528000259","{""$date"":""2020-07-28T06:47:54.569Z""}",,,
"3004CD0129019","{""$date"":""2020-07-28T06:47:54.139Z""}","24122018",,"13"
"28459000223","{""$date"":""2020-07-28T06:47:52.913Z""}",,,
"26026011936","{""$date"":""2020-07-28T06:47:52.679Z""}",,,
"30837008937","{""$date"":""2020-07-28T06:47:50.767Z""}","26082019",,"05"
"30837008937","{""$date"":""2020-07-28T06:47:50.767Z""}","25042019","13092019","13"
"30837008937","{""$date"":""2020-07-28T06:47:50.767Z""}",,,
"81171000063","{""$date"":""2020-07-28T06:47:49.737Z""}",,,
"55848000448","{""$date"":""2020-07-28T06:47:47.397Z""}",,,
"3001CD0067998","{""$date"":""2020-07-28T06:47:44.123Z""}","12032019",,"06"
"27120001889","{""$date"":""2020-07-28T06:47:43.675Z""}","10102019",,"06"
"87515000015","{""$date"":""2020-07-28T06:47:42.675Z""}",,,
"35395002411","{""$date"":""2020-07-28T06:47:42.026Z""}",,,
"56777001233","{""$date"":""2020-07-28T06:47:41.244Z""}","28052020",,"07"
"56777001233","{""$date"":""2020-07-28T06:47:41.244Z""}","11052020",,"07"
"56777001233","{""$date"":""2020-07-28T06:47:41.244Z""}","11012020","28052020","07"
"56777001233","{""$date"":""2020-07-28T06:47:41.244Z""}","15102019",,"07"
"56777001233","{""$date"":""2020-07-28T06:47:41.244Z""}","04042019","03102019","07"
"56777001233","{""$date"":""2020-07-28T06:47:41.244Z""}","28022013","29102014","00"
"56777001233","{""$date"":""2020-07-28T06:47:41.244Z""}","27122012","19062014","00"
"56777001233","{""$date"":""2020-07-28T06:47:41.244Z""}",,,
"51456001027","{""$date"":""2020-07-28T06:47:39.420Z""}",,,
"51456001027","{""$date"":""2020-07-28T06:47:39.420Z""}",,,
"33999000675","{""$date"":""2020-07-28T06:47:34.896Z""}",,,
"782281420000295","{""$date"":""2020-07-28T06:47:31.883Z""}",,,
"782281420000295","{""$date"":""2020-07-28T06:47:31.883Z""}",,,
"30088000179","{""$date"":""2020-07-28T06:47:28.093Z""}",,,
"31988001173","{""$date"":""2020-07-28T06:47:27.539Z""}",,,
"47837000107","{""$date"":""2020-07-28T06:47:25.570Z""}",,,
"77617000601","{""$date"":""2020-07-28T06:47:23.512Z""}",,,
"36100000456","{""$date"":""2020-07-28T06:47:23.470Z""}",,,
"76722000377","{""$date"":""2020-07-28T06:47:21.939Z""}",,,
"3025CD0170503","{""$date"":""2020-07-28T06:47:21.411Z""}","01032019",,"08"
"3021CD0119287","{""$date"":""2020-07-28T06:47:13.960Z""}","09032019",,"01"
"3021CD0119287","{""$date"":""2020-07-28T06:47:13.960Z""}","25112019","18072020","07"
"3021CD0119287","{""$date"":""2020-07-28T06:47:13.960Z""}","24092019",,"17"
"3021CD0119287","{""$date"":""2020-07-28T06:47:13.960Z""}","18072019","25112019","07"
"3021CD0119287","{""$date"":""2020-07-28T06:47:13.960Z""}","27062018",,"13"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","23032020",,"06"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","06052020",,"07"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","23082019",,"06"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","17082019",,"05"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","16052019","06052020","07"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","16052019","17082019","06"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","16052019","17082019","00"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","13052019","06052020","07"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","28012019","06052020","07"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","14012019","25022019","07"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","27102018","24122019","06"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","08092018","13052019","06"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","31072018","10042019","06"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","13022018","28012019","07"
"3004CD0129012","{""$date"":""2020-07-28T06:47:10.073Z""}","03112017","14012019","07"
"3042CD0081945","{""$date"":""2020-07-28T06:47:10.063Z""}",,,
"50025005782","{""$date"":""2020-07-28T06:47:09.205Z""}",,,
"77998000599","{""$date"":""2020-07-28T06:47:08.919Z""}",,,
"64126001411","{""$date"":""2020-07-28T06:47:07.872Z""}",,,
"3003CD0109378","{""$date"":""2020-07-28T06:47:06.864Z""}",,,
"70289000789","{""$date"":""2020-07-28T06:47:05.979Z""}","27022020","27032020","05"
"70289000789","{""$date"":""2020-07-28T06:47:05.979Z""}","11112019",,"06"
"70289000789","{""$date"":""2020-07-28T06:47:05.979Z""}",,,
"31242001852","{""$date"":""2020-07-28T06:47:03.005Z""}",,,
"3007CD0131480","{""$date"":""2020-07-28T06:47:01.847Z""}","28122019",,"06"
"3007CD0131480","{""$date"":""2020-07-28T06:47:01.847Z""}","31102019",,"06"
"3007CD0131480","{""$date"":""2020-07-28T06:47:01.847Z""}","07042019","13032020","06"
"3007CD0131480","{""$date"":""2020-07-28T06:47:01.847Z""}","25012019","12022020","13"
"3007CD0131480","{""$date"":""2020-07-28T06:47:01.847Z""}","04022017","22012019","13"
"45521000938","{""$date"":""2020-07-28T06:46:58.951Z""}",,,
"3009CD0173061","{""$date"":""2020-07-28T06:46:58.216Z""}",,,
"50794001804","{""$date"":""2020-07-28T06:46:57.916Z""}",,,
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","18032020",,"06"
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","25092019","17022020","04"
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","24092019",,"00"
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","24092019",,"53"
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","20092018","22082019","00"
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","31032018","26092019","13"
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","17102017","20092018","00"
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","26052017","10102017","00"
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","21092016","05102017","04"
"3000CD0172034","{""$date"":""2020-07-28T06:46:54.508Z""}","29082016","17052017","00"
"34947000774","{""$date"":""2020-07-28T06:46:53.168Z""}",,,
"3004CD0129018","{""$date"":""2020-07-28T06:46:52.735Z""}",,,
"34140002902","{""$date"":""2020-07-28T06:46:51.075Z""}",,,
"3110CD0078291","{""$date"":""2020-07-28T06:46:50.974Z""}",,,
"69834000149","{""$date"":""2020-07-28T06:46:50.012Z""}",,,
"3021CD0119257","{""$date"":""2020-07-28T06:46:49.633Z""}",,,
"52674000332","{""$date"":""2020-07-28T06:46:48.974Z""}",,,
"70290000867","{""$date"":""2020-07-28T06:46:48.754Z""}","13112019",,"10"
"70290000867","{""$date"":""2020-07-28T06:46:48.754Z""}","19092017","26122017","53"
"70290000867","{""$date"":""2020-07-28T06:46:48.754Z""}","08082017",,"13"
"70290000867","{""$date"":""2020-07-28T06:46:48.754Z""}","28102016","18092017","53"
"70290000867","{""$date"":""2020-07-28T06:46:48.754Z""}",,,
"91032000007","{""$date"":""2020-07-28T06:46:47.910Z""}",,,
"52133000315","{""$date"":""2020-07-28T06:46:46.487Z""}","07112012",,"08"
"52133000315","{""$date"":""2020-07-28T06:46:46.487Z""}","04022020",,"01"
"52133000315","{""$date"":""2020-07-28T06:46:46.487Z""}","30112018",,"17"
"47370002492","{""$date"":""2020-07-28T06:46:45.887Z""}","26102018",,"06"
"47370002492","{""$date"":""2020-07-28T06:46:45.887Z""}","18112017","29102018","07"
"47370002492","{""$date"":""2020-07-28T06:46:45.887Z""}","04102017",,"00"
"47370002492","{""$date"":""2020-07-28T06:46:45.887Z""}","19102016",,"01"
"47370002492","{""$date"":""2020-07-28T06:46:45.887Z""}","22072016","10072017","00"
"47370002492","{""$date"":""2020-07-28T06:46:45.887Z""}","17072013","17042014","00"
"47370002492","{""$date"":""2020-07-28T06:46:45.887Z""}",,,
"77903000171","{""$date"":""2020-07-28T06:46:42.203Z""}",,,
"52486001095","{""$date"":""2020-07-28T06:46:40.848Z""}","21082019",,"36"
"52486001095","{""$date"":""2020-07-28T06:46:40.848Z""}","05102016","04072017","07"
"52486001095","{""$date"":""2020-07-28T06:46:40.848Z""}",,,
"77648000166","{""$date"":""2020-07-28T06:46:40.602Z""}",,,
"30867001571","{""$date"":""2020-07-28T06:46:39.485Z""}",,,
"52923000427","{""$date"":""2020-07-28T06:46:39.411Z""}",,,
"71709000451","{""$date"":""2020-07-28T06:46:39.306Z""}",,,
"803991420000075","{""$date"":""2020-07-28T06:46:39.292Z""}","11122019",,"10"
"803991420000075","{""$date"":""2020-07-28T06:46:39.292Z""}",,,
"58744001637","{""$date"":""2020-07-28T06:46:37.233Z""}",,,
"27203001067","{""$date"":""2020-07-28T06:46:36.233Z""}",,,
"856461420000070","{""$date"":""2020-07-28T06:46:36.030Z""}","24022018",,"13"
"856461420000070","{""$date"":""2020-07-28T06:46:36.030Z""}","30082019","25062020","06"
"856461420000070","{""$date"":""2020-07-28T06:46:36.030Z""}",,,
"3021CD0119286","{""$date"":""2020-07-28T06:46:35.947Z""}",,,
"85612000068","{""$date"":""2020-07-28T06:46:35.683Z""}",,,
"31726003004","{""$date"":""2020-07-28T06:46:32.110Z""}",,,
"31726003004","{""$date"":""2020-07-28T06:46:32.110Z""}",,,
"655161420001812","{""$date"":""2020-07-28T06:46:22.792Z""}","17052019",,"06"
"655161420001812","{""$date"":""2020-07-28T06:46:22.792Z""}","01072018",,"06"
"655161420001812","{""$date"":""2020-07-28T06:46:22.792Z""}","18042018","03022019","06"
"655161420001812","{""$date"":""2020-07-28T06:46:22.792Z""}","26062017","26102018","06"
"655161420001812","{""$date"":""2020-07-28T06:46:22.792Z""}","28012017","25052017","07"
"655161420001812","{""$date"":""2020-07-28T06:46:22.792Z""}","13122016","19032018","06"
"655161420001812","{""$date"":""2020-07-28T06:46:22.792Z""}",,,
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","30092018",,"06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","18042018",,"13"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","27072018",,"13"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","20042018",,"05"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","31102017",,"05"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","11092017",,"10"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","11102018",,"06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","18082018",,"06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","14052018","10102018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","17042018",,"06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","17042018",,"06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","07042018","15102018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","25022018",,"06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","20012018","09102018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","20012018","09102018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","20122017","18082018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","18092017","14072018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","05092017","10092018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","10062017","20032018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","17042017","13022018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","17042017","17012018","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","09082016","17082017","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","31032016","03042017","13"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","11012013","06122014","13"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","16022010","07122011","13"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","30092008","23072010","05"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","04032008","24092012","05"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","31012008","09082010","00"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","25062007","07072009","13"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","28042007","19032008","05"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","19072010","03082012","05"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","22052003","07012004","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}","20032003","07112003","06"
"880211420000040","{""$date"":""2020-07-28T06:46:22.749Z""}",,,
"39057000378","{""$date"":""2020-07-28T06:46:22.586Z""}",,,
"3042CD0081944","{""$date"":""2020-07-28T06:46:21.501Z""}","22122018",,"13"
"3042CD0081944","{""$date"":""2020-07-28T06:46:21.501Z""}","02062017","06022018","07"
"3042CD0081944","{""$date"":""2020-07-28T06:46:21.501Z""}","28022017","02062017","07"
"3054CD0291437","{""$date"":""2020-07-28T06:46:20.617Z""}","27022020",,"05"
"3054CD0291437","{""$date"":""2020-07-28T06:46:20.617Z""}","21022020",,"05"
"3054CD0291437","{""$date"":""2020-07-28T06:46:20.617Z""}","06112019",,"13"
"3054CD0291437","{""$date"":""2020-07-28T06:46:20.617Z""}","07052019","13092019","05"
"3054CD0291437","{""$date"":""2020-07-28T06:46:20.617Z""}","07012017",,"08"
"32155000564","{""$date"":""2020-07-28T06:46:17.468Z""}",,,
"25150006777","{""$date"":""2020-07-28T06:46:17.403Z""}",,,
"84432000242","{""$date"":""2020-07-28T06:46:17.260Z""}",,,
"61240001367","{""$date"":""2020-07-28T06:46:16.591Z""}",,,
"77320000121","{""$date"":""2020-07-28T06:46:14.157Z""}",,,
"3029CD0273194","{""$date"":""2020-07-28T06:46:12.082Z""}",,,
"77975000534","{""$date"":""2020-07-28T06:46:11.116Z""}",,,
"37459000681","{""$date"":""2020-07-28T06:46:10.875Z""}",,,
"3021CD0119284","{""$date"":""2020-07-28T06:46:10.811Z""}",,,
"79569001033","{""$date"":""2020-07-28T06:46:07.626Z""}","07062019",,"05"
"79569001033","{""$date"":""2020-07-28T06:46:07.626Z""}","19012020",,"13"
"79569001033","{""$date"":""2020-07-28T06:46:07.626Z""}","23072019","24072019","05"
"79569001033","{""$date"":""2020-07-28T06:46:07.626Z""}","08072019","23072019","05"
"79569001033","{""$date"":""2020-07-28T06:46:07.626Z""}","17042019","10052019","05"
"79569001033","{""$date"":""2020-07-28T06:46:07.626Z""}",,,
"41710000366","{""$date"":""2020-07-28T06:46:05.074Z""}",,,
"3004CD0129015","{""$date"":""2020-07-28T06:46:04.635Z""}",,,
"79126000612","{""$date"":""2020-07-28T06:46:03.667Z""}",,,
"41890002841","{""$date"":""2020-07-28T06:46:02.688Z""}",,,
"3007CD0131489","{""$date"":""2020-07-28T06:46:00.748Z""}","01112016","11102018","13"
"3007CD0131489","{""$date"":""2020-07-28T06:46:00.748Z""}","31052016",,"02"
"56312000242","{""$date"":""2020-07-28T06:46:00.263Z""}","07102017",,"10"
"56312000242","{""$date"":""2020-07-28T06:46:00.263Z""}","24062019",,"06"
"56312000242","{""$date"":""2020-07-28T06:46:00.263Z""}","02072016",,"10"
"56312000242","{""$date"":""2020-07-28T06:46:00.263Z""}","27012012","09062014","17"
"43696000662","{""$date"":""2020-07-28T06:45:58.629Z""}",,,
"43696000662","{""$date"":""2020-07-28T06:45:58.629Z""}",,,
"44183000443","{""$date"":""2020-07-28T06:45:56.521Z""}",,,
"62326001241","{""$date"":""2020-07-28T06:45:51.368Z""}",,,
"43136000747","{""$date"":""2020-07-28T06:45:51.105Z""}","29082019",,"07"
"43136000747","{""$date"":""2020-07-28T06:45:51.105Z""}","29082019",,"07"
"43136000747","{""$date"":""2020-07-28T06:45:51.105Z""}","30112017","13032020","13"
"43136000747","{""$date"":""2020-07-28T06:45:51.105Z""}","27102016","24052017","07"
"43136000747","{""$date"":""2020-07-28T06:45:51.105Z""}",,,
"3029CD0273192","{""$date"":""2020-07-28T06:45:51.081Z""}",,,
"49233000607","{""$date"":""2020-07-28T06:45:48.339Z""}","08012020",,"00"
"49233000607","{""$date"":""2020-07-28T06:45:48.339Z""}","01102019",,"12"
"49233000607","{""$date"":""2020-07-28T06:45:48.339Z""}","06032018",,"17"
"49233000607","{""$date"":""2020-07-28T06:45:48.339Z""}",,,
"79264000108","{""$date"":""2020-07-28T06:45:47.694Z""}",,,
"50335000340","{""$date"":""2020-07-28T06:45:44.117Z""}",,,
"68253000110","{""$date"":""2020-07-28T06:45:43.866Z""}",,,
"3054CD0291432","{""$date"":""2020-07-28T06:45:42.815Z""}",,,
"3025CD0170504","{""$date"":""2020-07-28T06:45:42.386Z""}","23032018",,"10"
"3025CD0170504","{""$date"":""2020-07-28T06:45:42.386Z""}","28022015","18082018","13"
"57288000621","{""$date"":""2020-07-28T06:45:42.127Z""}",,,
"79467000070","{""$date"":""2020-07-28T06:45:41.913Z""}",,,
"3007CD0131484","{""$date"":""2020-07-28T06:45:36.063Z""}","30112019",,"51"
"3007CD0131484","{""$date"":""2020-07-28T06:45:36.063Z""}","30092019",,"13"
"3007CD0131484","{""$date"":""2020-07-28T06:45:36.063Z""}","28122016",,"51"
"3007CD0131484","{""$date"":""2020-07-28T06:45:36.063Z""}","31102016","02112016","07"
"3007CD0131484","{""$date"":""2020-07-28T06:45:36.063Z""}","19102016","28102016","07"
"3007CD0131484","{""$date"":""2020-07-28T06:45:36.063Z""}","20082016","17102016","07"
"3007CD0131484","{""$date"":""2020-07-28T06:45:36.063Z""}","18072016","19082016","07"
"3007CD0131484","{""$date"":""2020-07-28T06:45:36.063Z""}","14032016","16072016","07"
"3007CD0131484","{""$date"":""2020-07-28T06:45:36.063Z""}","12032016","16072016","07"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","30052020",,"01"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","27052020",,"05"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","11102019","21052020","06"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","03062019","09032020","06"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","06072018","30052020","05"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","23112017","30042020","10"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","07102017",,"05"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","27012017","07072018","05"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","08072016","03022017","05"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","14042014","16102015","01"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","28122010","04072013","05"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","26042010",,"02"
"3029CD0273197","{""$date"":""2020-07-28T06:45:34.826Z""}","08082009","12042010","05"
"3029CD0273183","{""$date"":""2020-07-28T06:45:34.374Z""}","14062019",,"13"
"76043000498","{""$date"":""2020-07-28T06:45:32.427Z""}",,,
"89468000004","{""$date"":""2020-07-28T06:45:30.790Z""}",,,
"55638005161","{""$date"":""2020-07-28T06:45:30.741Z""}","27052020",,"07"
"55638005161","{""$date"":""2020-07-28T06:45:30.741Z""}","16042018","14052018","07"
"55638005161","{""$date"":""2020-07-28T06:45:30.741Z""}","20102005","11112008","01"
"55638005161","{""$date"":""2020-07-28T06:45:30.741Z""}",,,
"67244000698","{""$date"":""2020-07-28T06:45:30.147Z""}","28022017","30062018","13"
"67244000698","{""$date"":""2020-07-28T06:45:30.147Z""}",,,
"33155003701","{""$date"":""2020-07-28T06:45:29.377Z""}",,,
"33155003701","{""$date"":""2020-07-28T06:45:29.377Z""}",,,
