"_id","intrimStatus.startTime","applicantComponentResponse.multiBureauJsonRespose.finishedList.responseJsonObject.accountList.dateOpenedOrDisbursed"
"55510002247","{""$date"":""2020-07-28T06:43:39.982Z""}",
"56672000702","{""$date"":""2020-07-28T06:43:39.599Z""}",
"57169002495","{""$date"":""2020-07-28T06:43:37.804Z""}",
"71586000642","{""$date"":""2020-07-28T06:43:36.022Z""}","06072020"
"71586000642","{""$date"":""2020-07-28T06:43:36.022Z""}","06072020"
"71586000642","{""$date"":""2020-07-28T06:43:36.022Z""}","11032020"
"71586000642","{""$date"":""2020-07-28T06:43:36.022Z""}","31102019"
"71586000642","{""$date"":""2020-07-28T06:43:36.022Z""}","22102019"
"71586000642","{""$date"":""2020-07-28T06:43:36.022Z""}","30042018"
"71586000642","{""$date"":""2020-07-28T06:43:36.022Z""}","17042018"
"71586000642","{""$date"":""2020-07-28T06:43:36.022Z""}",
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","18032020"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","22022020"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","31012020"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","13012020"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","09012020"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","06012020"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","18122019"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","18092019"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","11092019"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","27072019"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","24052019"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","08022019"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","24012019"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","24012019"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","09012019"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}","19072018"
"45997000565","{""$date"":""2020-07-28T06:43:34.142Z""}",
"3078CD0357283","{""$date"":""2020-07-28T06:43:33.058Z""}","04062020"
"3078CD0357283","{""$date"":""2020-07-28T06:43:33.058Z""}","04062020"
"3078CD0357283","{""$date"":""2020-07-28T06:43:33.058Z""}","30112019"
"3078CD0357283","{""$date"":""2020-07-28T06:43:33.058Z""}","30112019"
"3009CD0173060","{""$date"":""2020-07-28T06:43:31.838Z""}",
"3027CD0146538","{""$date"":""2020-07-28T06:43:29.023Z""}","29062019"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}","17062020"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}","21122019"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}","04072019"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}","29062019"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}","03102018"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}","26032018"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}","06072017"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}","14062017"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}","06062017"
"69534000765","{""$date"":""2020-07-28T06:43:28.424Z""}",
"39613001922","{""$date"":""2020-07-28T06:43:25.818Z""}",
"55466001195","{""$date"":""2020-07-28T06:43:23.945Z""}",
"3021CD0119282","{""$date"":""2020-07-28T06:43:22.298Z""}","14032020"
"3021CD0119282","{""$date"":""2020-07-28T06:43:22.298Z""}","28102019"
"3021CD0119282","{""$date"":""2020-07-28T06:43:22.298Z""}","19102019"
"3021CD0119282","{""$date"":""2020-07-28T06:43:22.298Z""}","19022019"
"3021CD0119282","{""$date"":""2020-07-28T06:43:22.298Z""}","25012019"
"3078CD0357303","{""$date"":""2020-07-28T06:43:21.644Z""}",
"800001420000184","{""$date"":""2020-07-28T06:43:20.700Z""}",
"800001420000184","{""$date"":""2020-07-28T06:43:20.700Z""}",
"63485000606","{""$date"":""2020-07-28T06:43:20.378Z""}",
"63485000606","{""$date"":""2020-07-28T06:43:20.378Z""}",
"69198000311","{""$date"":""2020-07-28T06:43:20.253Z""}",
"26427001557","{""$date"":""2020-07-28T06:43:15.624Z""}",
"84112000071","{""$date"":""2020-07-28T06:43:13.791Z""}",
"76068000364","{""$date"":""2020-07-28T06:43:07.782Z""}",
"84256000129","{""$date"":""2020-07-28T06:43:07.599Z""}",
"32227000254","{""$date"":""2020-07-28T06:43:06.124Z""}",
"3078CD0357290","{""$date"":""2020-07-28T06:43:00.261Z""}","11062013"
"57044001189","{""$date"":""2020-07-28T06:42:58.924Z""}",
"33512003533","{""$date"":""2020-07-28T06:42:58.905Z""}",
"76604000061","{""$date"":""2020-07-28T06:42:54.811Z""}",
"684381420000320","{""$date"":""2020-07-28T06:42:54.325Z""}",
"684381420000320","{""$date"":""2020-07-28T06:42:54.325Z""}",
"69615000469","{""$date"":""2020-07-28T06:42:53.998Z""}",
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","17022020"
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","12122019"
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","11092019"
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","21122019"
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","07122019"
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","23112019"
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","09112019"
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","25102019"
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","17062019"
"3061CD0134430","{""$date"":""2020-07-28T06:42:51.547Z""}","11042019"
"75339000053","{""$date"":""2020-07-28T06:42:49.749Z""}",
"3000CD0172021","{""$date"":""2020-07-28T06:42:49.230Z""}",
"35110004365","{""$date"":""2020-07-28T06:42:48.639Z""}",
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","14012020"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","01072019"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","15022019"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","26102018"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","23022018"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","28122017"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","14012016"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","18122015"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","04122015"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","23062015"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","11022015"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","25062014"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","04062014"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","21082007"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","25012007"
"3054CD0291431","{""$date"":""2020-07-28T06:42:47.611Z""}","23032006"
"66605000113","{""$date"":""2020-07-28T06:42:45.550Z""}",
"3110CD0078295","{""$date"":""2020-07-28T06:42:45.350Z""}","30092019"
"3110CD0078295","{""$date"":""2020-07-28T06:42:45.350Z""}","12042019"
"3008CD0034261","{""$date"":""2020-07-28T06:42:44.092Z""}","21032020"
"3008CD0034261","{""$date"":""2020-07-28T06:42:44.092Z""}","01112017"
"3008CD0034261","{""$date"":""2020-07-28T06:42:44.092Z""}","27102017"
"3008CD0034261","{""$date"":""2020-07-28T06:42:44.092Z""}","12092017"
"3008CD0034261","{""$date"":""2020-07-28T06:42:44.092Z""}","05022015"
"3008CD0034261","{""$date"":""2020-07-28T06:42:44.092Z""}","21062011"
"3008CD0034261","{""$date"":""2020-07-28T06:42:44.092Z""}","22122005"
"40937000958","{""$date"":""2020-07-28T06:42:43.736Z""}",
"25977000618","{""$date"":""2020-07-28T06:42:43.675Z""}",
"3019CD0091234","{""$date"":""2020-07-28T06:42:43.368Z""}",
"46930001470","{""$date"":""2020-07-28T06:42:42.619Z""}",
"3024CD0103173","{""$date"":""2020-07-28T06:42:39.955Z""}","17112018"
"3024CD0103173","{""$date"":""2020-07-28T06:42:39.955Z""}","27062017"
"3024CD0103173","{""$date"":""2020-07-28T06:42:39.955Z""}","29062018"
"3024CD0103173","{""$date"":""2020-07-28T06:42:39.955Z""}","20042018"
"3024CD0103173","{""$date"":""2020-07-28T06:42:39.955Z""}","17062017"
"3024CD0103173","{""$date"":""2020-07-28T06:42:39.955Z""}","30052017"
"56378001042","{""$date"":""2020-07-28T06:42:38.657Z""}","28022019"
"56378001042","{""$date"":""2020-07-28T06:42:38.657Z""}","15042020"
"56378001042","{""$date"":""2020-07-28T06:42:38.657Z""}","26102018"
"56378001042","{""$date"":""2020-07-28T06:42:38.657Z""}","04112016"
"56378001042","{""$date"":""2020-07-28T06:42:38.657Z""}",
"655161420001811","{""$date"":""2020-07-28T06:42:38.122Z""}","29112017"
"655161420001811","{""$date"":""2020-07-28T06:42:38.122Z""}","05022017"
"655161420001811","{""$date"":""2020-07-28T06:42:38.122Z""}",
"90777000077","{""$date"":""2020-07-28T06:42:37.838Z""}",
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","31012019"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","11072020"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","11072020"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","11072020"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","26122019"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","19112019"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","12102019"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","26032019"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","17012019"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","10112018"
"3006CD0076103","{""$date"":""2020-07-28T06:42:37.556Z""}","29072018"
"80025000097","{""$date"":""2020-07-28T06:42:35.808Z""}",
"33784000914","{""$date"":""2020-07-28T06:42:35.096Z""}",
"3008CD0034262","{""$date"":""2020-07-28T06:42:33.227Z""}",
"3054CD0291425","{""$date"":""2020-07-28T06:42:32.108Z""}","23122019"
"37280000175","{""$date"":""2020-07-28T06:42:30.163Z""}",
"85923000302","{""$date"":""2020-07-28T06:42:30.035Z""}",
"85849000044","{""$date"":""2020-07-28T06:42:29.895Z""}",
"57575000389","{""$date"":""2020-07-28T06:42:28.081Z""}",
"83431000357","{""$date"":""2020-07-28T06:42:27.063Z""}",
"39794000694","{""$date"":""2020-07-28T06:42:25.297Z""}",
"25259003239","{""$date"":""2020-07-28T06:42:21.535Z""}","07032015"
"25259003239","{""$date"":""2020-07-28T06:42:21.535Z""}","03122012"
"25259003239","{""$date"":""2020-07-28T06:42:21.535Z""}",
"46268000197","{""$date"":""2020-07-28T06:42:21.252Z""}",
"60348000080","{""$date"":""2020-07-28T06:42:21.218Z""}",
"39810001329","{""$date"":""2020-07-28T06:42:21.175Z""}",
"81242000139","{""$date"":""2020-07-28T06:42:20.853Z""}",
"3000CD0172013","{""$date"":""2020-07-28T06:42:20.013Z""}","27122018"
"3000CD0172013","{""$date"":""2020-07-28T06:42:20.013Z""}","17082016"
"3000CD0172013","{""$date"":""2020-07-28T06:42:20.013Z""}","06122018"
"3000CD0172013","{""$date"":""2020-07-28T06:42:20.013Z""}","26072016"
"3000CD0172013","{""$date"":""2020-07-28T06:42:20.013Z""}","28112015"
"3027CD0146539","{""$date"":""2020-07-28T06:42:19.565Z""}","28122019"
"29759002776","{""$date"":""2020-07-28T06:42:16.245Z""}",
"3075CD0099078","{""$date"":""2020-07-28T06:42:15.916Z""}",
"32792001627","{""$date"":""2020-07-28T06:42:15.713Z""}","28022020"
"32792001627","{""$date"":""2020-07-28T06:42:15.713Z""}","24112019"
"32792001627","{""$date"":""2020-07-28T06:42:15.713Z""}","21072019"
"32792001627","{""$date"":""2020-07-28T06:42:15.713Z""}",
"63084000683","{""$date"":""2020-07-28T06:42:15.209Z""}",
"47606002068","{""$date"":""2020-07-28T06:42:15.125Z""}","18022016"
"47606002068","{""$date"":""2020-07-28T06:42:15.125Z""}",
"41731000558","{""$date"":""2020-07-28T06:42:11.297Z""}",
"3078CD0357224","{""$date"":""2020-07-28T06:42:10.635Z""}",
"84990000218","{""$date"":""2020-07-28T06:42:09.139Z""}",
"84990000218","{""$date"":""2020-07-28T06:42:09.139Z""}",
"3002CD0014592","{""$date"":""2020-07-28T06:42:07.459Z""}","20102018"
"3002CD0014592","{""$date"":""2020-07-28T06:42:07.459Z""}","11092014"
"3002CD0014592","{""$date"":""2020-07-28T06:42:07.459Z""}","29122010"
"74365000088","{""$date"":""2020-07-28T06:42:06.713Z""}",
"48353001258","{""$date"":""2020-07-28T06:42:04.021Z""}",
"37443000269","{""$date"":""2020-07-28T06:42:03.995Z""}",
"72452000724","{""$date"":""2020-07-28T06:42:03.363Z""}",
"77519000068","{""$date"":""2020-07-28T06:42:02.528Z""}",
"82516000054","{""$date"":""2020-07-28T06:42:02.371Z""}",
"3110CD0078296","{""$date"":""2020-07-28T06:42:02.321Z""}","27112018"
"3110CD0078296","{""$date"":""2020-07-28T06:42:02.321Z""}","21072016"
"3027CD0146541","{""$date"":""2020-07-28T06:41:59.993Z""}","17112017"
"27867003035","{""$date"":""2020-07-28T06:41:58.471Z""}",
"87433000053","{""$date"":""2020-07-28T06:41:57.078Z""}",
"36373002824","{""$date"":""2020-07-28T06:41:56.664Z""}",
"52049000082","{""$date"":""2020-07-28T06:41:52.073Z""}","30112019"
"52049000082","{""$date"":""2020-07-28T06:41:52.073Z""}","21062019"
"52049000082","{""$date"":""2020-07-28T06:41:52.073Z""}","04122017"
"52049000082","{""$date"":""2020-07-28T06:41:52.073Z""}",
"31973005710","{""$date"":""2020-07-28T06:41:52.023Z""}",
"90223000008","{""$date"":""2020-07-28T06:41:50.307Z""}",
"80865000185","{""$date"":""2020-07-28T06:41:49.279Z""}",
"614241420000219","{""$date"":""2020-07-28T06:41:49.115Z""}",
"614241420000219","{""$date"":""2020-07-28T06:41:49.115Z""}",
"3061CD0134425","{""$date"":""2020-07-28T06:41:46.655Z""}","17042019"
"3061CD0134425","{""$date"":""2020-07-28T06:41:46.655Z""}","22082017"
"3061CD0134425","{""$date"":""2020-07-28T06:41:46.655Z""}","30092015"
"3061CD0134425","{""$date"":""2020-07-28T06:41:46.655Z""}","12112005"
"44990003128","{""$date"":""2020-07-28T06:41:46.621Z""}",
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","30012020"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","04062019"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","03062019"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","16052019"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","29042019"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","02022019"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","25082018"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","22062018"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","27042018"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","26042017"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","21012017"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","03012017"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","21062016"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","06082015"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","20062015"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","17042015"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","11122014"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","29112014"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","10092014"
"3007CD0131488","{""$date"":""2020-07-28T06:41:43.447Z""}","09022018"
"649701420000211","{""$date"":""2020-07-28T06:41:43.402Z""}",
"649701420000211","{""$date"":""2020-07-28T06:41:43.402Z""}",
"73899000308","{""$date"":""2020-07-28T06:41:39.328Z""}",
"72086000565","{""$date"":""2020-07-28T06:41:39.208Z""}",
"80888000018","{""$date"":""2020-07-28T06:41:39.195Z""}",
"32952001919","{""$date"":""2020-07-28T06:41:38.208Z""}","28052020"
"32952001919","{""$date"":""2020-07-28T06:41:38.208Z""}","31102019"
"32952001919","{""$date"":""2020-07-28T06:41:38.208Z""}",
"35395002410","{""$date"":""2020-07-28T06:41:36.246Z""}",
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","21122013"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","29112019"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","18042019"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","30112018"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","20042018"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","21122017"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","03122016"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","14072016"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","10032016"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","16022016"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","16072015"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","13032015"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","29012015"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","14032014"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","18042013"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","17082012"
"3028CD0066009","{""$date"":""2020-07-28T06:41:35.815Z""}","17062014"
"3054CD0291433","{""$date"":""2020-07-28T06:41:35.797Z""}","04062019"
"3054CD0291433","{""$date"":""2020-07-28T06:41:35.797Z""}","25092017"
"3054CD0291433","{""$date"":""2020-07-28T06:41:35.797Z""}","30062013"
"37457000711","{""$date"":""2020-07-28T06:41:34.689Z""}",
"42764001403","{""$date"":""2020-07-28T06:41:34.421Z""}",
"3018CD0149503","{""$date"":""2020-07-28T06:41:33.217Z""}","20102018"
"3018CD0149503","{""$date"":""2020-07-28T06:41:33.217Z""}","24072018"
"3018CD0149503","{""$date"":""2020-07-28T06:41:33.217Z""}","09062018"
"3018CD0149503","{""$date"":""2020-07-28T06:41:33.217Z""}","04092014"
"65830000744","{""$date"":""2020-07-28T06:41:30.882Z""}",
"38276000895","{""$date"":""2020-07-28T06:41:29.471Z""}",
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","16112019"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","08112019"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","17102019"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","17102019"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","10102019"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","05102019"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","15122018"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","20102018"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","13062018"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","09012018"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","24102017"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","07122016"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","25102016"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","10052016"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","08032016"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","30102015"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","23102015"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","23102015"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","15102015"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","03012015"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","03122014"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","14112014"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","05112014"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","08092014"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","23082014"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","01062013"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","27122012"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","20112012"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","07112012"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","31102012"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","30102012"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","03092012"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","03092012"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","23042012"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","21122011"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","14112011"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","01112011"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","31102011"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","24102011"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","24052011"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","23052011"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","28052010"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","28052010"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","16102009"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","12102009"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","31102008"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","21062008"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","20122013"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","08112013"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","07062007"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","13072006"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}","20022003"
"25852009817","{""$date"":""2020-07-28T06:41:29.141Z""}",
"3078CD0357299","{""$date"":""2020-07-28T06:41:28.752Z""}",
"33472000190","{""$date"":""2020-07-28T06:41:28.679Z""}",
"82785000040","{""$date"":""2020-07-28T06:41:27.162Z""}",
"26085007626","{""$date"":""2020-07-28T06:41:26.213Z""}","25102017"
"26085007626","{""$date"":""2020-07-28T06:41:26.213Z""}","19092016"
"26085007626","{""$date"":""2020-07-28T06:41:26.213Z""}","29082016"
"26085007626","{""$date"":""2020-07-28T06:41:26.213Z""}","17112015"
"26085007626","{""$date"":""2020-07-28T06:41:26.213Z""}","01062015"
"26085007626","{""$date"":""2020-07-28T06:41:26.213Z""}","09102014"
"26085007626","{""$date"":""2020-07-28T06:41:26.213Z""}","23092014"
"26085007626","{""$date"":""2020-07-28T06:41:26.213Z""}","28122012"
"26085007626","{""$date"":""2020-07-28T06:41:26.213Z""}",
"81877000172","{""$date"":""2020-07-28T06:41:21.701Z""}",
"3004CD0129010","{""$date"":""2020-07-28T06:41:20.485Z""}",
"58941000785","{""$date"":""2020-07-28T06:41:20.341Z""}",
"34761002014","{""$date"":""2020-07-28T06:41:17.786Z""}",
"63660001444","{""$date"":""2020-07-28T06:41:17.059Z""}",
"3021CD0119283","{""$date"":""2020-07-28T06:41:14.989Z""}",
"43998004602","{""$date"":""2020-07-28T06:41:14.925Z""}","09012020"
"43998004602","{""$date"":""2020-07-28T06:41:14.925Z""}","16032019"
"43998004602","{""$date"":""2020-07-28T06:41:14.925Z""}","28022019"
"43998004602","{""$date"":""2020-07-28T06:41:14.925Z""}","07012019"
"43998004602","{""$date"":""2020-07-28T06:41:14.925Z""}","31102018"
"43998004602","{""$date"":""2020-07-28T06:41:14.925Z""}","16102018"
"43998004602","{""$date"":""2020-07-28T06:41:14.925Z""}","18042018"
"43998004602","{""$date"":""2020-07-28T06:41:14.925Z""}",
"61868000583","{""$date"":""2020-07-28T06:41:14.187Z""}",
"3085CD0028172","{""$date"":""2020-07-28T06:41:13.190Z""}","27022020"
"3085CD0028172","{""$date"":""2020-07-28T06:41:13.190Z""}","24092019"
"3085CD0028172","{""$date"":""2020-07-28T06:41:13.190Z""}","14092019"
"3085CD0028172","{""$date"":""2020-07-28T06:41:13.190Z""}","21102018"
"85825000243","{""$date"":""2020-07-28T06:41:13.119Z""}",
"30875004872","{""$date"":""2020-07-28T06:41:12.501Z""}","13082019"
"30875004872","{""$date"":""2020-07-28T06:41:12.501Z""}","09012019"
"30875004872","{""$date"":""2020-07-28T06:41:12.501Z""}","22112018"
"30875004872","{""$date"":""2020-07-28T06:41:12.501Z""}","22062018"
"30875004872","{""$date"":""2020-07-28T06:41:12.501Z""}",
"80465000206","{""$date"":""2020-07-28T06:41:12.278Z""}",
"3053CD0001010","{""$date"":""2020-07-28T06:41:12.167Z""}",
"3028CD0066010","{""$date"":""2020-07-28T06:41:11.475Z""}","21122019"
"3028CD0066010","{""$date"":""2020-07-28T06:41:11.475Z""}","27112014"
"3028CD0066010","{""$date"":""2020-07-28T06:41:11.475Z""}","27112014"
"56237000711","{""$date"":""2020-07-28T06:41:10.547Z""}",
"3078CD0357292","{""$date"":""2020-07-28T06:41:10.390Z""}",
"41258001139","{""$date"":""2020-07-28T06:41:07.464Z""}",
"87009000004","{""$date"":""2020-07-28T06:41:06.201Z""}",
"60186000170","{""$date"":""2020-07-28T06:41:03.255Z""}",
"66964000460","{""$date"":""2020-07-28T06:41:02.708Z""}",
"36196000396","{""$date"":""2020-07-28T06:41:01.140Z""}",
"3007CD0131487","{""$date"":""2020-07-28T06:41:00.691Z""}",
"3006CD0076084","{""$date"":""2020-07-28T06:40:58.678Z""}",
"29858000794","{""$date"":""2020-07-28T06:40:57.260Z""}",
"32938002816","{""$date"":""2020-07-28T06:40:57.249Z""}","21032020"
"32938002816","{""$date"":""2020-07-28T06:40:57.249Z""}",
"61441001487","{""$date"":""2020-07-28T06:40:54.640Z""}",
"73100000124","{""$date"":""2020-07-28T06:40:54.639Z""}",
"3004CD0129013","{""$date"":""2020-07-28T06:40:50.125Z""}","18062019"
"3004CD0129013","{""$date"":""2020-07-28T06:40:50.125Z""}","26102018"
"3004CD0129013","{""$date"":""2020-07-28T06:40:50.125Z""}","07072017"
"3004CD0129013","{""$date"":""2020-07-28T06:40:50.125Z""}","20062017"
"3004CD0129013","{""$date"":""2020-07-28T06:40:50.125Z""}","18022017"
"3004CD0129013","{""$date"":""2020-07-28T06:40:50.125Z""}","18022017"
"3004CD0129013","{""$date"":""2020-07-28T06:40:50.125Z""}","18022017"
